image_id,image_path,relative_path,label,class_name,folder_name,official_split,width,height,aspect_ratio,split
n02106662_9735,/root/data/stanford_dogs/Images/n02106662-German_shepherd/n02106662_9735.jpg,n02106662-German_shepherd/n02106662_9735.jpg,84,German shepherd,n02106662-German_shepherd,official_train,375,500,0.75,train
n02097209_1923,/root/data/stanford_dogs/Images/n02097209-standard_schnauzer/n02097209_1923.jpg,n02097209-standard_schnauzer/n02097209_1923.jpg,47,standard schnauzer,n02097209-standard_schnauzer,official_train,450,387,1.1627906976744187,train
n02109047_25719,/root/data/stanford_dogs/Images/n02109047-Great_Dane/n02109047_25719.jpg,n02109047-Great_Dane/n02109047_25719.jpg,95,Great Dane,n02109047-Great_Dane,official_train,640,480,1.3333333333333333,train
n02102318_1754,/root/data/stanford_dogs/Images/n02102318-cocker_spaniel/n02102318_1754.jpg,n02102318-cocker_spaniel/n02102318_1754.jpg,68,cocker spaniel,n02102318-cocker_spaniel,official_train,500,420,1.1904761904761905,train
n02085782_2428,/root/data/stanford_dogs/Images/n02085782-Japanese_spaniel/n02085782_2428.jpg,n02085782-Japanese_spaniel/n02085782_2428.jpg,1,Japanese spaniel,n02085782-Japanese_spaniel,official_train,600,800,0.75,train
n02113712_2405,/root/data/stanford_dogs/Images/n02113712-miniature_poodle/n02113712_2405.jpg,n02113712-miniature_poodle/n02113712_2405.jpg,114,miniature poodle,n02113712-miniature_poodle,official_train,493,753,0.6547144754316069,train
n02098105_1664,/root/data/stanford_dogs/Images/n02098105-soft-coated_wheaten_terrier/n02098105_1664.jpg,n02098105-soft-coated_wheaten_terrier/n02098105_1664.jpg,51,soft-coated wheaten terrier,n02098105-soft-coated_wheaten_terrier,official_train,500,375,1.3333333333333333,train
n02097130_603,/root/data/stanford_dogs/Images/n02097130-giant_schnauzer/n02097130_603.jpg,n02097130-giant_schnauzer/n02097130_603.jpg,46,giant schnauzer,n02097130-giant_schnauzer,official_train,500,375,1.3333333333333333,train
n02086910_1933,/root/data/stanford_dogs/Images/n02086910-papillon/n02086910_1933.jpg,n02086910-papillon/n02086910_1933.jpg,6,papillon,n02086910-papillon,official_train,452,500,0.904,train
n02107908_3926,/root/data/stanford_dogs/Images/n02107908-Appenzeller/n02107908_3926.jpg,n02107908-Appenzeller/n02107908_3926.jpg,89,Appenzeller,n02107908-Appenzeller,official_train,345,500,0.69,train
n02085782_1750,/root/data/stanford_dogs/Images/n02085782-Japanese_spaniel/n02085782_1750.jpg,n02085782-Japanese_spaniel/n02085782_1750.jpg,1,Japanese spaniel,n02085782-Japanese_spaniel,official_train,500,375,1.3333333333333333,train
n02108089_3669,/root/data/stanford_dogs/Images/n02108089-boxer/n02108089_3669.jpg,n02108089-boxer/n02108089_3669.jpg,91,boxer,n02108089-boxer,official_train,400,354,1.1299435028248588,train
n02101388_3280,/root/data/stanford_dogs/Images/n02101388-Brittany_spaniel/n02101388_3280.jpg,n02101388-Brittany_spaniel/n02101388_3280.jpg,64,Brittany spaniel,n02101388-Brittany_spaniel,official_train,500,375,1.3333333333333333,train
n02111500_7218,/root/data/stanford_dogs/Images/n02111500-Great_Pyrenees/n02111500_7218.jpg,n02111500-Great_Pyrenees/n02111500_7218.jpg,105,Great Pyrenees,n02111500-Great_Pyrenees,official_train,500,375,1.3333333333333333,train
n02108551_899,/root/data/stanford_dogs/Images/n02108551-Tibetan_mastiff/n02108551_899.jpg,n02108551-Tibetan_mastiff/n02108551_899.jpg,93,Tibetan mastiff,n02108551-Tibetan_mastiff,official_train,610,600,1.0166666666666666,train
n02100583_2465,/root/data/stanford_dogs/Images/n02100583-vizsla/n02100583_2465.jpg,n02100583-vizsla/n02100583_2465.jpg,60,vizsla,n02100583-vizsla,official_train,500,333,1.5015015015015014,train
n02098105_1155,/root/data/stanford_dogs/Images/n02098105-soft-coated_wheaten_terrier/n02098105_1155.jpg,n02098105-soft-coated_wheaten_terrier/n02098105_1155.jpg,51,soft-coated wheaten terrier,n02098105-soft-coated_wheaten_terrier,official_train,500,375,1.3333333333333333,train
n02116738_9333,/root/data/stanford_dogs/Images/n02116738-African_hunting_dog/n02116738_9333.jpg,n02116738-African_hunting_dog/n02116738_9333.jpg,119,African hunting dog,n02116738-African_hunting_dog,official_train,500,375,1.3333333333333333,train
n02107908_180,/root/data/stanford_dogs/Images/n02107908-Appenzeller/n02107908_180.jpg,n02107908-Appenzeller/n02107908_180.jpg,89,Appenzeller,n02107908-Appenzeller,official_train,500,375,1.3333333333333333,train
n02093859_345,/root/data/stanford_dogs/Images/n02093859-Kerry_blue_terrier/n02093859_345.jpg,n02093859-Kerry_blue_terrier/n02093859_345.jpg,32,Kerry blue terrier,n02093859-Kerry_blue_terrier,official_train,221,172,1.2848837209302326,train
n02091831_13566,/root/data/stanford_dogs/Images/n02091831-Saluki/n02091831_13566.jpg,n02091831-Saluki/n02091831_13566.jpg,25,Saluki,n02091831-Saluki,official_train,500,375,1.3333333333333333,train
n02095314_2310,/root/data/stanford_dogs/Images/n02095314-wire-haired_fox_terrier/n02095314_2310.jpg,n02095314-wire-haired_fox_terrier/n02095314_2310.jpg,37,wire-haired fox terrier,n02095314-wire-haired_fox_terrier,official_train,300,345,0.8695652173913043,train
n02093428_738,/root/data/stanford_dogs/Images/n02093428-American_Staffordshire_terrier/n02093428_738.jpg,n02093428-American_Staffordshire_terrier/n02093428_738.jpg,29,American Staffordshire terrier,n02093428-American_Staffordshire_terrier,official_train,192,192,1.0,train
n02105251_2591,/root/data/stanford_dogs/Images/n02105251-briard/n02105251_2591.jpg,n02105251-briard/n02105251_2591.jpg,75,briard,n02105251-briard,official_train,365,500,0.73,train
n02108915_1119,/root/data/stanford_dogs/Images/n02108915-French_bulldog/n02108915_1119.jpg,n02108915-French_bulldog/n02108915_1119.jpg,94,French bulldog,n02108915-French_bulldog,official_train,500,333,1.5015015015015014,train
n02096051_1723,/root/data/stanford_dogs/Images/n02096051-Airedale/n02096051_1723.jpg,n02096051-Airedale/n02096051_1723.jpg,40,Airedale,n02096051-Airedale,official_train,500,426,1.1737089201877935,train
n02091134_19308,/root/data/stanford_dogs/Images/n02091134-whippet/n02091134_19308.jpg,n02091134-whippet/n02091134_19308.jpg,21,whippet,n02091134-whippet,official_train,500,375,1.3333333333333333,train
n02089973_3136,/root/data/stanford_dogs/Images/n02089973-English_foxhound/n02089973_3136.jpg,n02089973-English_foxhound/n02089973_3136.jpg,16,English foxhound,n02089973-English_foxhound,official_train,209,150,1.3933333333333333,train
n02101006_3807,/root/data/stanford_dogs/Images/n02101006-Gordon_setter/n02101006_3807.jpg,n02101006-Gordon_setter/n02101006_3807.jpg,63,Gordon setter,n02101006-Gordon_setter,official_train,480,360,1.3333333333333333,train
n02102318_11072,/root/data/stanford_dogs/Images/n02102318-cocker_spaniel/n02102318_11072.jpg,n02102318-cocker_spaniel/n02102318_11072.jpg,68,cocker spaniel,n02102318-cocker_spaniel,official_train,500,283,1.7667844522968197,train
n02085782_2255,/root/data/stanford_dogs/Images/n02085782-Japanese_spaniel/n02085782_2255.jpg,n02085782-Japanese_spaniel/n02085782_2255.jpg,1,Japanese spaniel,n02085782-Japanese_spaniel,official_train,320,280,1.1428571428571428,train
n02093428_15072,/root/data/stanford_dogs/Images/n02093428-American_Staffordshire_terrier/n02093428_15072.jpg,n02093428-American_Staffordshire_terrier/n02093428_15072.jpg,29,American Staffordshire terrier,n02093428-American_Staffordshire_terrier,official_train,500,375,1.3333333333333333,train
n02097474_1980,/root/data/stanford_dogs/Images/n02097474-Tibetan_terrier/n02097474_1980.jpg,n02097474-Tibetan_terrier/n02097474_1980.jpg,49,Tibetan terrier,n02097474-Tibetan_terrier,official_train,500,375,1.3333333333333333,train
n02098286_5621,/root/data/stanford_dogs/Images/n02098286-West_Highland_white_terrier/n02098286_5621.jpg,n02098286-West_Highland_white_terrier/n02098286_5621.jpg,52,West Highland white terrier,n02098286-West_Highland_white_terrier,official_train,466,500,0.932,train
n02105162_9927,/root/data/stanford_dogs/Images/n02105162-malinois/n02105162_9927.jpg,n02105162-malinois/n02105162_9927.jpg,74,malinois,n02105162-malinois,official_train,500,375,1.3333333333333333,train
n02110958_16426,/root/data/stanford_dogs/Images/n02110958-pug/n02110958_16426.jpg,n02110958-pug/n02110958_16426.jpg,102,pug,n02110958-pug,official_train,316,500,0.632,train
n02091635_1151,/root/data/stanford_dogs/Images/n02091635-otterhound/n02091635_1151.jpg,n02091635-otterhound/n02091635_1151.jpg,24,otterhound,n02091635-otterhound,official_train,600,457,1.312910284463895,train
n02111889_13924,/root/data/stanford_dogs/Images/n02111889-Samoyed/n02111889_13924.jpg,n02111889-Samoyed/n02111889_13924.jpg,106,Samoyed,n02111889-Samoyed,official_train,540,484,1.115702479338843,train
n02097209_3831,/root/data/stanford_dogs/Images/n02097209-standard_schnauzer/n02097209_3831.jpg,n02097209-standard_schnauzer/n02097209_3831.jpg,47,standard schnauzer,n02097209-standard_schnauzer,official_train,200,213,0.9389671361502347,train
n02106166_4966,/root/data/stanford_dogs/Images/n02106166-Border_collie/n02106166_4966.jpg,n02106166-Border_collie/n02106166_4966.jpg,81,Border collie,n02106166-Border_collie,official_train,500,338,1.4792899408284024,train
n02097298_1152,/root/data/stanford_dogs/Images/n02097298-Scotch_terrier/n02097298_1152.jpg,n02097298-Scotch_terrier/n02097298_1152.jpg,48,Scotch terrier,n02097298-Scotch_terrier,official_train,500,375,1.3333333333333333,train
n02091134_125,/root/data/stanford_dogs/Images/n02091134-whippet/n02091134_125.jpg,n02091134-whippet/n02091134_125.jpg,21,whippet,n02091134-whippet,official_train,400,300,1.3333333333333333,train
n02092339_6124,/root/data/stanford_dogs/Images/n02092339-Weimaraner/n02092339_6124.jpg,n02092339-Weimaraner/n02092339_6124.jpg,27,Weimaraner,n02092339-Weimaraner,official_train,357,500,0.714,train
n02106382_1828,/root/data/stanford_dogs/Images/n02106382-Bouvier_des_Flandres/n02106382_1828.jpg,n02106382-Bouvier_des_Flandres/n02106382_1828.jpg,82,Bouvier des Flandres,n02106382-Bouvier_des_Flandres,official_train,180,250,0.72,train
n02113978_3790,/root/data/stanford_dogs/Images/n02113978-Mexican_hairless/n02113978_3790.jpg,n02113978-Mexican_hairless/n02113978_3790.jpg,116,Mexican hairless,n02113978-Mexican_hairless,official_train,600,400,1.5,train
n02111500_2617,/root/data/stanford_dogs/Images/n02111500-Great_Pyrenees/n02111500_2617.jpg,n02111500-Great_Pyrenees/n02111500_2617.jpg,105,Great Pyrenees,n02111500-Great_Pyrenees,official_train,500,333,1.5015015015015014,train
n02086910_7412,/root/data/stanford_dogs/Images/n02086910-papillon/n02086910_7412.jpg,n02086910-papillon/n02086910_7412.jpg,6,papillon,n02086910-papillon,official_train,333,500,0.666,train
n02097658_6605,/root/data/stanford_dogs/Images/n02097658-silky_terrier/n02097658_6605.jpg,n02097658-silky_terrier/n02097658_6605.jpg,50,silky terrier,n02097658-silky_terrier,official_train,500,340,1.4705882352941178,train
n02098105_2256,/root/data/stanford_dogs/Images/n02098105-soft-coated_wheaten_terrier/n02098105_2256.jpg,n02098105-soft-coated_wheaten_terrier/n02098105_2256.jpg,51,soft-coated wheaten terrier,n02098105-soft-coated_wheaten_terrier,official_train,500,375,1.3333333333333333,train
n02093754_6574,/root/data/stanford_dogs/Images/n02093754-Border_terrier/n02093754_6574.jpg,n02093754-Border_terrier/n02093754_6574.jpg,31,Border terrier,n02093754-Border_terrier,official_train,375,500,0.75,train
n02093647_1870,/root/data/stanford_dogs/Images/n02093647-Bedlington_terrier/n02093647_1870.jpg,n02093647-Bedlington_terrier/n02093647_1870.jpg,30,Bedlington terrier,n02093647-Bedlington_terrier,official_train,208,167,1.2455089820359282,train
n02106030_14143,/root/data/stanford_dogs/Images/n02106030-collie/n02106030_14143.jpg,n02106030-collie/n02106030_14143.jpg,80,collie,n02106030-collie,official_train,300,300,1.0,train
n02097474_8688,/root/data/stanford_dogs/Images/n02097474-Tibetan_terrier/n02097474_8688.jpg,n02097474-Tibetan_terrier/n02097474_8688.jpg,49,Tibetan terrier,n02097474-Tibetan_terrier,official_train,350,361,0.9695290858725761,train
n02093647_1030,/root/data/stanford_dogs/Images/n02093647-Bedlington_terrier/n02093647_1030.jpg,n02093647-Bedlington_terrier/n02093647_1030.jpg,30,Bedlington terrier,n02093647-Bedlington_terrier,official_train,500,375,1.3333333333333333,train
n02113978_3723,/root/data/stanford_dogs/Images/n02113978-Mexican_hairless/n02113978_3723.jpg,n02113978-Mexican_hairless/n02113978_3723.jpg,116,Mexican hairless,n02113978-Mexican_hairless,official_train,350,311,1.1254019292604502,train
n02098413_19649,/root/data/stanford_dogs/Images/n02098413-Lhasa/n02098413_19649.jpg,n02098413-Lhasa/n02098413_19649.jpg,53,Lhasa,n02098413-Lhasa,official_train,500,375,1.3333333333333333,train
n02087394_11710,/root/data/stanford_dogs/Images/n02087394-Rhodesian_ridgeback/n02087394_11710.jpg,n02087394-Rhodesian_ridgeback/n02087394_11710.jpg,8,Rhodesian ridgeback,n02087394-Rhodesian_ridgeback,official_train,200,275,0.7272727272727273,train
n02088094_4759,/root/data/stanford_dogs/Images/n02088094-Afghan_hound/n02088094_4759.jpg,n02088094-Afghan_hound/n02088094_4759.jpg,9,Afghan hound,n02088094-Afghan_hound,official_train,489,500,0.978,train
n02093754_234,/root/data/stanford_dogs/Images/n02093754-Border_terrier/n02093754_234.jpg,n02093754-Border_terrier/n02093754_234.jpg,31,Border terrier,n02093754-Border_terrier,official_train,500,375,1.3333333333333333,train
n02099267_721,/root/data/stanford_dogs/Images/n02099267-flat-coated_retriever/n02099267_721.jpg,n02099267-flat-coated_retriever/n02099267_721.jpg,54,flat-coated retriever,n02099267-flat-coated_retriever,official_train,500,338,1.4792899408284024,train
n02106550_11870,/root/data/stanford_dogs/Images/n02106550-Rottweiler/n02106550_11870.jpg,n02106550-Rottweiler/n02106550_11870.jpg,83,Rottweiler,n02106550-Rottweiler,official_train,500,336,1.4880952380952381,train
n02091134_18905,/root/data/stanford_dogs/Images/n02091134-whippet/n02091134_18905.jpg,n02091134-whippet/n02091134_18905.jpg,21,whippet,n02091134-whippet,official_train,500,375,1.3333333333333333,train
n02112706_2188,/root/data/stanford_dogs/Images/n02112706-Brabancon_griffon/n02112706_2188.jpg,n02112706-Brabancon_griffon/n02112706_2188.jpg,110,Brabancon griffon,n02112706-Brabancon_griffon,official_train,184,250,0.736,train
n02097658_277,/root/data/stanford_dogs/Images/n02097658-silky_terrier/n02097658_277.jpg,n02097658-silky_terrier/n02097658_277.jpg,50,silky terrier,n02097658-silky_terrier,official_train,500,333,1.5015015015015014,train
n02112706_643,/root/data/stanford_dogs/Images/n02112706-Brabancon_griffon/n02112706_643.jpg,n02112706-Brabancon_griffon/n02112706_643.jpg,110,Brabancon griffon,n02112706-Brabancon_griffon,official_train,200,150,1.3333333333333333,train
n02105641_6608,/root/data/stanford_dogs/Images/n02105641-Old_English_sheepdog/n02105641_6608.jpg,n02105641-Old_English_sheepdog/n02105641_6608.jpg,78,Old English sheepdog,n02105641-Old_English_sheepdog,official_train,500,336,1.4880952380952381,train
n02101388_2597,/root/data/stanford_dogs/Images/n02101388-Brittany_spaniel/n02101388_2597.jpg,n02101388-Brittany_spaniel/n02101388_2597.jpg,64,Brittany spaniel,n02101388-Brittany_spaniel,official_train,333,500,0.666,train
n02091032_6979,/root/data/stanford_dogs/Images/n02091032-Italian_greyhound/n02091032_6979.jpg,n02091032-Italian_greyhound/n02091032_6979.jpg,20,Italian greyhound,n02091032-Italian_greyhound,official_train,500,375,1.3333333333333333,train
n02109525_3506,/root/data/stanford_dogs/Images/n02109525-Saint_Bernard/n02109525_3506.jpg,n02109525-Saint_Bernard/n02109525_3506.jpg,96,Saint Bernard,n02109525-Saint_Bernard,official_train,290,282,1.0283687943262412,train
n02105412_7785,/root/data/stanford_dogs/Images/n02105412-kelpie/n02105412_7785.jpg,n02105412-kelpie/n02105412_7785.jpg,76,kelpie,n02105412-kelpie,official_train,200,244,0.819672131147541,train
n02099601_6726,/root/data/stanford_dogs/Images/n02099601-golden_retriever/n02099601_6726.jpg,n02099601-golden_retriever/n02099601_6726.jpg,56,golden retriever,n02099601-golden_retriever,official_train,500,339,1.4749262536873156,train
n02097130_4446,/root/data/stanford_dogs/Images/n02097130-giant_schnauzer/n02097130_4446.jpg,n02097130-giant_schnauzer/n02097130_4446.jpg,46,giant schnauzer,n02097130-giant_schnauzer,official_train,500,375,1.3333333333333333,train
n02095570_1489,/root/data/stanford_dogs/Images/n02095570-Lakeland_terrier/n02095570_1489.jpg,n02095570-Lakeland_terrier/n02095570_1489.jpg,38,Lakeland terrier,n02095570-Lakeland_terrier,official_train,430,500,0.86,train
n02088094_13742,/root/data/stanford_dogs/Images/n02088094-Afghan_hound/n02088094_13742.jpg,n02088094-Afghan_hound/n02088094_13742.jpg,9,Afghan hound,n02088094-Afghan_hound,official_train,500,439,1.1389521640091116,train
n02100236_5836,/root/data/stanford_dogs/Images/n02100236-German_short-haired_pointer/n02100236_5836.jpg,n02100236-German_short-haired_pointer/n02100236_5836.jpg,59,German short-haired pointer,n02100236-German_short-haired_pointer,official_train,500,375,1.3333333333333333,train
n02100735_9872,/root/data/stanford_dogs/Images/n02100735-English_setter/n02100735_9872.jpg,n02100735-English_setter/n02100735_9872.jpg,61,English setter,n02100735-English_setter,official_train,460,500,0.92,train
n02102480_4365,/root/data/stanford_dogs/Images/n02102480-Sussex_spaniel/n02102480_4365.jpg,n02102480-Sussex_spaniel/n02102480_4365.jpg,69,Sussex spaniel,n02102480-Sussex_spaniel,official_train,1194,846,1.4113475177304964,train
n02116738_2005,/root/data/stanford_dogs/Images/n02116738-African_hunting_dog/n02116738_2005.jpg,n02116738-African_hunting_dog/n02116738_2005.jpg,119,African hunting dog,n02116738-African_hunting_dog,official_train,1020,635,1.6062992125984252,train
n02088238_9778,/root/data/stanford_dogs/Images/n02088238-basset/n02088238_9778.jpg,n02088238-basset/n02088238_9778.jpg,10,basset,n02088238-basset,official_train,500,375,1.3333333333333333,train
n02113799_5372,/root/data/stanford_dogs/Images/n02113799-standard_poodle/n02113799_5372.jpg,n02113799-standard_poodle/n02113799_5372.jpg,115,standard poodle,n02113799-standard_poodle,official_train,140,200,0.7,train
n02107908_2899,/root/data/stanford_dogs/Images/n02107908-Appenzeller/n02107908_2899.jpg,n02107908-Appenzeller/n02107908_2899.jpg,89,Appenzeller,n02107908-Appenzeller,official_train,500,333,1.5015015015015014,train
n02087046_7245,/root/data/stanford_dogs/Images/n02087046-toy_terrier/n02087046_7245.jpg,n02087046-toy_terrier/n02087046_7245.jpg,7,toy terrier,n02087046-toy_terrier,official_train,2080,1544,1.3471502590673574,train
n02092339_6794,/root/data/stanford_dogs/Images/n02092339-Weimaraner/n02092339_6794.jpg,n02092339-Weimaraner/n02092339_6794.jpg,27,Weimaraner,n02092339-Weimaraner,official_train,500,375,1.3333333333333333,train
n02091467_4827,/root/data/stanford_dogs/Images/n02091467-Norwegian_elkhound/n02091467_4827.jpg,n02091467-Norwegian_elkhound/n02091467_4827.jpg,23,Norwegian elkhound,n02091467-Norwegian_elkhound,official_train,500,375,1.3333333333333333,train
n02105412_2085,/root/data/stanford_dogs/Images/n02105412-kelpie/n02105412_2085.jpg,n02105412-kelpie/n02105412_2085.jpg,76,kelpie,n02105412-kelpie,official_train,500,375,1.3333333333333333,train
n02096437_1219,/root/data/stanford_dogs/Images/n02096437-Dandie_Dinmont/n02096437_1219.jpg,n02096437-Dandie_Dinmont/n02096437_1219.jpg,43,Dandie Dinmont,n02096437-Dandie_Dinmont,official_train,452,600,0.7533333333333333,train
n02097658_2022,/root/data/stanford_dogs/Images/n02097658-silky_terrier/n02097658_2022.jpg,n02097658-silky_terrier/n02097658_2022.jpg,50,silky terrier,n02097658-silky_terrier,official_train,500,375,1.3333333333333333,train
n02098413_2607,/root/data/stanford_dogs/Images/n02098413-Lhasa/n02098413_2607.jpg,n02098413-Lhasa/n02098413_2607.jpg,53,Lhasa,n02098413-Lhasa,official_train,500,375,1.3333333333333333,train
n02095570_3711,/root/data/stanford_dogs/Images/n02095570-Lakeland_terrier/n02095570_3711.jpg,n02095570-Lakeland_terrier/n02095570_3711.jpg,38,Lakeland terrier,n02095570-Lakeland_terrier,official_train,500,375,1.3333333333333333,train
n02095570_427,/root/data/stanford_dogs/Images/n02095570-Lakeland_terrier/n02095570_427.jpg,n02095570-Lakeland_terrier/n02095570_427.jpg,38,Lakeland terrier,n02095570-Lakeland_terrier,official_train,500,375,1.3333333333333333,train
n02108000_202,/root/data/stanford_dogs/Images/n02108000-EntleBucher/n02108000_202.jpg,n02108000-EntleBucher/n02108000_202.jpg,90,EntleBucher,n02108000-EntleBucher,official_train,398,530,0.7509433962264151,train
n02106550_5754,/root/data/stanford_dogs/Images/n02106550-Rottweiler/n02106550_5754.jpg,n02106550-Rottweiler/n02106550_5754.jpg,83,Rottweiler,n02106550-Rottweiler,official_train,500,500,1.0,train
n02107908_2340,/root/data/stanford_dogs/Images/n02107908-Appenzeller/n02107908_2340.jpg,n02107908-Appenzeller/n02107908_2340.jpg,89,Appenzeller,n02107908-Appenzeller,official_train,640,420,1.5238095238095237,train
n02089078_1454,/root/data/stanford_dogs/Images/n02089078-black-and-tan_coonhound/n02089078_1454.jpg,n02089078-black-and-tan_coonhound/n02089078_1454.jpg,14,black-and-tan coonhound,n02089078-black-and-tan_coonhound,official_train,300,297,1.0101010101010102,train
n02111889_5463,/root/data/stanford_dogs/Images/n02111889-Samoyed/n02111889_5463.jpg,n02111889-Samoyed/n02111889_5463.jpg,106,Samoyed,n02111889-Samoyed,official_train,500,375,1.3333333333333333,train
n02093647_1263,/root/data/stanford_dogs/Images/n02093647-Bedlington_terrier/n02093647_1263.jpg,n02093647-Bedlington_terrier/n02093647_1263.jpg,30,Bedlington terrier,n02093647-Bedlington_terrier,official_train,400,300,1.3333333333333333,train
n02091831_2592,/root/data/stanford_dogs/Images/n02091831-Saluki/n02091831_2592.jpg,n02091831-Saluki/n02091831_2592.jpg,25,Saluki,n02091831-Saluki,official_train,640,480,1.3333333333333333,train
n02113624_3061,/root/data/stanford_dogs/Images/n02113624-toy_poodle/n02113624_3061.jpg,n02113624-toy_poodle/n02113624_3061.jpg,113,toy poodle,n02113624-toy_poodle,official_train,500,375,1.3333333333333333,train
n02101006_3467,/root/data/stanford_dogs/Images/n02101006-Gordon_setter/n02101006_3467.jpg,n02101006-Gordon_setter/n02101006_3467.jpg,63,Gordon setter,n02101006-Gordon_setter,official_train,256,192,1.3333333333333333,train
n02096294_1586,/root/data/stanford_dogs/Images/n02096294-Australian_terrier/n02096294_1586.jpg,n02096294-Australian_terrier/n02096294_1586.jpg,42,Australian terrier,n02096294-Australian_terrier,official_train,350,233,1.502145922746781,train
n02091134_232,/root/data/stanford_dogs/Images/n02091134-whippet/n02091134_232.jpg,n02091134-whippet/n02091134_232.jpg,21,whippet,n02091134-whippet,official_train,500,351,1.4245014245014245,train
n02110063_9112,/root/data/stanford_dogs/Images/n02110063-malamute/n02110063_9112.jpg,n02110063-malamute/n02110063_9112.jpg,98,malamute,n02110063-malamute,official_train,250,200,1.25,train
n02100877_838,/root/data/stanford_dogs/Images/n02100877-Irish_setter/n02100877_838.jpg,n02100877-Irish_setter/n02100877_838.jpg,62,Irish setter,n02100877-Irish_setter,official_train,500,432,1.1574074074074074,train
n02086240_4776,/root/data/stanford_dogs/Images/n02086240-Shih-Tzu/n02086240_4776.jpg,n02086240-Shih-Tzu/n02086240_4776.jpg,4,Shih-Tzu,n02086240-Shih-Tzu,official_train,494,500,0.988,train
n02109525_10215,/root/data/stanford_dogs/Images/n02109525-Saint_Bernard/n02109525_10215.jpg,n02109525-Saint_Bernard/n02109525_10215.jpg,96,Saint Bernard,n02109525-Saint_Bernard,official_train,360,480,0.75,train
n02106382_117,/root/data/stanford_dogs/Images/n02106382-Bouvier_des_Flandres/n02106382_117.jpg,n02106382-Bouvier_des_Flandres/n02106382_117.jpg,82,Bouvier des Flandres,n02106382-Bouvier_des_Flandres,official_train,316,382,0.8272251308900523,train
n02111500_7080,/root/data/stanford_dogs/Images/n02111500-Great_Pyrenees/n02111500_7080.jpg,n02111500-Great_Pyrenees/n02111500_7080.jpg,105,Great Pyrenees,n02111500-Great_Pyrenees,official_train,500,375,1.3333333333333333,train
n02105251_8911,/root/data/stanford_dogs/Images/n02105251-briard/n02105251_8911.jpg,n02105251-briard/n02105251_8911.jpg,75,briard,n02105251-briard,official_train,500,332,1.5060240963855422,train
n02091244_2709,/root/data/stanford_dogs/Images/n02091244-Ibizan_hound/n02091244_2709.jpg,n02091244-Ibizan_hound/n02091244_2709.jpg,22,Ibizan hound,n02091244-Ibizan_hound,official_train,800,532,1.5037593984962405,train
n02113023_724,/root/data/stanford_dogs/Images/n02113023-Pembroke/n02113023_724.jpg,n02113023-Pembroke/n02113023_724.jpg,111,Pembroke,n02113023-Pembroke,official_train,500,375,1.3333333333333333,train
n02089973_4185,/root/data/stanford_dogs/Images/n02089973-English_foxhound/n02089973_4185.jpg,n02089973-English_foxhound/n02089973_4185.jpg,16,English foxhound,n02089973-English_foxhound,official_train,560,420,1.3333333333333333,train
n02096585_9343,/root/data/stanford_dogs/Images/n02096585-Boston_bull/n02096585_9343.jpg,n02096585-Boston_bull/n02096585_9343.jpg,44,Boston bull,n02096585-Boston_bull,official_train,319,425,0.7505882352941177,train
n02093428_10164,/root/data/stanford_dogs/Images/n02093428-American_Staffordshire_terrier/n02093428_10164.jpg,n02093428-American_Staffordshire_terrier/n02093428_10164.jpg,29,American Staffordshire terrier,n02093428-American_Staffordshire_terrier,official_train,500,332,1.5060240963855422,train
n02105641_678,/root/data/stanford_dogs/Images/n02105641-Old_English_sheepdog/n02105641_678.jpg,n02105641-Old_English_sheepdog/n02105641_678.jpg,78,Old English sheepdog,n02105641-Old_English_sheepdog,official_train,500,375,1.3333333333333333,train
n02093428_12791,/root/data/stanford_dogs/Images/n02093428-American_Staffordshire_terrier/n02093428_12791.jpg,n02093428-American_Staffordshire_terrier/n02093428_12791.jpg,29,American Staffordshire terrier,n02093428-American_Staffordshire_terrier,official_train,333,500,0.666,train
n02091467_7070,/root/data/stanford_dogs/Images/n02091467-Norwegian_elkhound/n02091467_7070.jpg,n02091467-Norwegian_elkhound/n02091467_7070.jpg,23,Norwegian elkhound,n02091467-Norwegian_elkhound,official_train,500,375,1.3333333333333333,train
n02089078_2282,/root/data/stanford_dogs/Images/n02089078-black-and-tan_coonhound/n02089078_2282.jpg,n02089078-black-and-tan_coonhound/n02089078_2282.jpg,14,black-and-tan coonhound,n02089078-black-and-tan_coonhound,official_train,300,194,1.5463917525773196,train
n02110063_13413,/root/data/stanford_dogs/Images/n02110063-malamute/n02110063_13413.jpg,n02110063-malamute/n02110063_13413.jpg,98,malamute,n02110063-malamute,official_train,500,332,1.5060240963855422,train
n02085782_1350,/root/data/stanford_dogs/Images/n02085782-Japanese_spaniel/n02085782_1350.jpg,n02085782-Japanese_spaniel/n02085782_1350.jpg,1,Japanese spaniel,n02085782-Japanese_spaniel,official_train,332,218,1.5229357798165137,train
n02093859_1819,/root/data/stanford_dogs/Images/n02093859-Kerry_blue_terrier/n02093859_1819.jpg,n02093859-Kerry_blue_terrier/n02093859_1819.jpg,32,Kerry blue terrier,n02093859-Kerry_blue_terrier,official_train,500,667,0.7496251874062968,train
n02105505_3833,/root/data/stanford_dogs/Images/n02105505-komondor/n02105505_3833.jpg,n02105505-komondor/n02105505_3833.jpg,77,komondor,n02105505-komondor,official_train,465,394,1.1802030456852792,train
